Play,Genre,Year,Playwright,Act & Scene,Character ,Gender ,Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Syphax,Male,Hee that may onely do iust acts 's a slaue,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Syphax,Male,My God's my arme,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,"Giue day, Gods, life and death To him that onely feares blaspheming breath",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,"Liues Sophonisba yet vnstaind,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Syphax,Male,"Let my heart fall more low Then is my body, if onely to thy glory She liues not yet all thine.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,Thou spirit of triumph borne for victory.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,In honor & in loue all meane is sinne. ,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Syphax,Male,"my fortune is captiud not I,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Syphax,Male,Hir Himeneall torch burnt downe my house,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Syphax,Male,"Then was I captiud when hir wanton armes There mouing claspt about my neck, O charmes Able to turne euen fate:",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Syphax,Male,"this in my true griefe Is some iust ioy, that my loue sotted foe Shall sease that plague,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",scipio,Male,"Charge him with no lesse waight then his deare vow,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Syphax,Male,"Good malice, so, as liberty so deere Proue my reuenge",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Soldier,Male,Fury and night hold all:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"Of Libea, thy faire armes speake",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"giue hart, To amazde weakenes, ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"though Massinissa, Be ours to hart, yet Roman Generals Make proud their triumphs, with what euer captiues",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"Therefore with teares that wash thy feet,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"if it rest not in thy grace of breath, To grant such freedome,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Massinissa,Male,"Soundes soft as Ledas breast, Slide through all eares,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"let me not drinke, Till my breast burst, O loue thy Nectar skink",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"helpe to beare Some happinesse yee powers, I haue ioy to spare, Inough to make a God,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"from his halfe burst eyes a flame Of deepe disquiet breakes,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"the Gods turne false, My sad presage.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Massinissa,Male,"View Massinissa do, a loathed act, Most sinking from that state his hart did keepe,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Massinissa,Male,"I haue made a vow more deere to me, Then my soules endles being",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Lelius,Male,Thy vow yet fresh thus breathd,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Massinissa,Male,"which way Runne mad impossible distraction,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,list to her in whose sole heart it rests To keepe thy faith vpright.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"He that neere laught may with a constant face, Contemne Ioues frowne.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"honor and iust faith Are most true Gods, which we should much adore",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"O my stars, I blesse your goodnes, ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Sophonisba,Female,"with breast vnstaind, Faith pure, a Virgin wife, try'de to my glory, I die of female faith, the long liu'de story;",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Massinissa,Male,"Couetous, Fame-greedy Lady, could no scope of glory, No reasonable proportion of goodnes Fill thy great breast,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Massinissa,Male,O glory ripe for heauen!,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 3",Massinissa,Male,Sophonisba of so mouing tongs?,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Lelius,Male,his great hart sunke with shame:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Lelius,Male,"His eyes lost spirite, ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Lelius,Male,"his heat of life, Sanke from his face, as one that stood benumbde, All mazde, t'effect impossibilities,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Lelius,Male,long time he tossd his thoughts,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Lelius,Male,"as you see a snow ball being rolde At first a handfull, yet long bould about, Infensibly acquires a mighty globe, So his cold griefe through agitation growes,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Syphax,Male,"misdoubt him not, when hee's thy slaue like me",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",scipio,Male,"Do not graspe that which is too hote to hold, We grace thy griefe, and hold it with soft sense.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",scipio,Male,"Rome and Scipio daine to beare So low a breast, as for her say, we feare.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Syphax,Male,"VVhen th'whole worlds giddy one man ca?not reele,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Massinissa,Male,"Starue thy leane hopes,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Massinissa,Male,Romans now behold A sight would sad the Gods? make Phaebus cold.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Syphax,Male,"Burst my vext heart, the torture that most rackes An enimie, is his foes royall actes.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",scipio,Male,"The glory of thy vertue liue for euer,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",scipio,Male,"Braue heartes may be obscur'd, but extinct neuer.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",scipio,Male,Liue worth thy fame As far from faintings as from now base name.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Massinissa,Male,Thou whom like sparkling steele the strokes of Chance Made hard and firme,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Massinissa,Male,"and like wild fier turnd The more cold fate, more bright thy vertue burnd, And in whole seas of miseries didst flame.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Massinissa,Male,"thou for whom I drinke So deepe of greefe, ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 4",Massinissa,Male,"he must onely thinke, Not dare to speake, that would expresse my woe, Small riuers murmur, deepe gulfes silent flow,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,Epilogue,Massinissa,Male,"I change my person, and do hether beare Anothers voyce, who with a phrase as weak As his deserts now will'd me (thus form'd) speake,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,Epilogue,Massinissa,Male,"if he whose fiers, Enuy not others nor him selfe admires.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,Epilogue,Massinissa,Male,"If sceans exempt from ribaldrie or rage, Of taxinges indiscreet, may please the stage,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,Epilogue,Massinissa,Male,"Yet craues as due, the iustice of your hands",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,Epilogue,Massinissa,Male,"With constant modesty he doth submit, To all, saue those that haue more tongue then wit.",,,,,,,
