Play,Genre,Year,Playwright,Act & Scene,Character ,Gender ,Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,I haue kept Your lawes of state from fire;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"you your selues, Fixt in this high Tribunall; from whose height The vengefull Saturnals of the League Had hurld yee head-long;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"this damnd Enchanter did, That tooke into his will, my motion;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"Would raise the loathed dung-hill of his ruines, Vpon the monumentall heape of mine: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"Torne with possessed whirle-winds may he dye, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"dogs barke at his murthorous memory,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Chancellor,Male,"a monstrous crime,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Chancellor,Male,"we must quench the wilde-fire with his bloud, In which it was so traiterously inflam'd;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Chancellor,Male,"Vnlesse with it [the fire?], we seeke to incence the land,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"to lothe The pockie soule, and state-bawde, my accuser,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"I made replie to all that could be said, So eloquently, and with such a charme, Of graue enforcements, that me thought I sat, Like Orpheus casting reignes on sauage beasts;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"At the armes end (as twere) I tooke my barre And set it farre aboue the high tribunall, Where like a Cedar on Mount Lebanon, I Grew, and made my iudges show like Box-trees;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"And Boxtrees right, their wishes would haue made them, Whence boxes should haue growne, till they had strooke My head into the budget:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"with such a jerck of wit: That I fetcht bloud vpon the Chancelors cheekes,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"Thinkes he [the king] to make his firmest men, his clowds?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"The clowdes (obseruing their Aeriall natures) Are borne aloft, and then to moisture hang'd, Fall to the earth; where being made thick, and cold, They loose both al their heate, and leuitie;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"Yet then againe [the clouds] recouering heate and lightnesse, Againe they are aduanc't: and by the Sunne Made fresh and glorious; and since clowdes are rapt With these vncertainties: now vp, now downe, Am I to flit so with his smile, or froune?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"O how friends reasons, and their freedomes stretch, When powre sets his wide tenters to their sides!",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"How, like a cure, by mere opinion, It workes vpon our bloud?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"like th' antient Gods Are Moderne Kings, that liu'd past bounds themselues, Yet set a measure downe, to wretched men",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"When Kings wills passe; the starres winck, and the Sunne, Suffers eclips: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"rude thunder yeelds to them [kings] His horrid wings: sits smoothe as glasse engazd, And lightning sticks twixt heauen and earth amazd:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,Mens faiths are shaken: ,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"the pit of truth O'reflowes with darkenesse, in which Iustice sits, And keepes her vengeance tied to make it fierce;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"when it [vengeance?] comes, th' encreased horrors showe, Heauens plague is sure, though full of state, and slowe.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"burst your selues with silence,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"The great deuill he is, The bitter wizerd told me, a Burgonian,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,He sat vpon the precious bloud of vertue;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"But God acquites me; he will open lay All your close treasons against him, to collour Treasons layd to his truest images;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,Before his iudgement seate: to which I summon In one yeare and a daie your hot appearance;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"your linckt eares so lowd, Sing with preiudicate windes, that nought is heard, Of all, pore prisoners vrge gainst your award;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Harlay,Male,"Passion, my Lord, transports your bitternes, Beyond all collour;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Harlay,Male,"would to God your great misdedes had beene, As much vndone, as they haue beene concealde; The cries of them for iustice (in desert) Haue beene so lowd and piersing; that they deafened The eares of mercie;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"I know what it [the sentence] imports, and will not haue, Mine eare blowne into flames with hearing it;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,It is the King (most childish that he is That takes what he hath giuen),,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"He treads the vulgar pathe of all aduantage,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"It would haue stirr'd the image of a King, Into perpetuall motion to haue stood Neere the conspiracie restraind",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"in a danger, that had then the Woulfe, To flie vpon his bosome, had I onely held Intelligence with the conspirators;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"The seege of Amiens, would haue softned rocks, Where couer'd all in showers of shot and fire,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"I seem'd to all mens eyes a fighting flame With bullets cut, in fashion of a man;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"A sacrifize to valure (impious King) Which he will needes extinguish, with my bloud;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"iustice will fall from heauen, In the same forme I serued in that seege,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"the same quench he hath cast Vpon my life, shall quite put out his fame;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,Tis put a politique glose,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,"my courage rais'd me, For the deare price of fiue and thirtie skarres, And that hath ruin'd me,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Byron,Male,I thanke my Starres.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Harlay,Male,He alters euery minute: what a vapor The strongest minde is to a storme of crosses?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Espernon,Male,No greatnes but doth crush vs into ayre.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Espernon,Male,Our Ornaments are Burthens,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Espernon,Male,Our delightss Are our tormentors; ,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Espernon,Male,fiendes that (raisd in feares) At parting shake our Roofes about our eares.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Soissons,Male,"O vertue, thou art now farre worse then Fortune; Her gifts stucke by the Duke, when thine are vanisht, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Soissons,Male,Thou [Virture] brau'st thy friend in Neede,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Soissons,Male,"Necessity, That vsd to keepe thy [Virtue] welth, Contempt, thy loue, Haue both abandond thee in his extreames,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Soissons,Male,"Thy [Virtue] powers are shadowes,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Soissons,Male,"thy [Virtue] comfort, dreames,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Vidame,Male,"O reall goodnesse if thou be a power! And not a word alone, in humaine vses, Appere out of this angry conflagration, Where this great Captaine (thy late Temple) burns,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Vidame,Male,"And [goodness] turne his vicious fury to thy flame, From all earths hopes mere guilded with thy fame:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Vidame,Male,"Let pietie enter with her willing crosse, And take him on it; ope his brest and armes, To all the Storms,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Vidame,Male,"Necessity can breath, And burst them all with his embraced death,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Ianin,Male,"Yet are the ciuille tumults of his spirits, Hot and outragiouse",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",Ianin,Male,"Blood expells palenesse, palenes Blood doth chace, And sorrow errs through all forms in his face,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",D'Escures,Male,"as a Savadge Bore that (hunted longe, Assayld and set vp) with his onely eyes, Swimming in fire, keepes of the baying hounds, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",D'Escures,Male,"[the savage bore] Though suncke himselfe, yet houlds his anger vp, And snowes it forth in foame",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",D'Escures,Male,"[the savage bore] houlds firme his stand, Of Battailous Bristles: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",D'Escures,Male,"[the savage bore] feedes his hate to die,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",D'Escures,Male,[the savage bore] whets his tuskes with wrathfull maiesty.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 3",D'Escures,Male,"with his lookes, Doth teach death horrors; makes the hangman learne New habites for his bloody impudence; Which now habituall horror from him driues,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Vytri,Male,"he [executioner] would be the death Of him [Duke Byron] that he should die by, ere he sufferd, Such an abiection",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Potiers,Male,"tis a feare that th'offer of those bands, Would breed fresh furies in him, and disturbe, The entry of his soule into her peace,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Where shall this weight fall? on what rhegion, Must this declining prominent poure his lode?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,Ile breake my bloods high billows gainst my starrs;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Before this hill be shooke into a flat, All France shall feele an earthquake;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"with what murmur, This world shrinkes into Chaos?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Horror of death, let me alone in peace, And leaue my soule to me, […] You haue no charge of it;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"I feele her [my soul] free, How she doth rowze, and like a Faulcon stretch Her siluer wings, as threatening death, with death; At whom I ioyfully will cast her off:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"this bodie but a sinck of folly,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"[body] The ground-work, and rais'd frame of woe and frailtie",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"[body] The bond, and bundle of corruption;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"[body] A quick corse, onely sensible of griefe,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,[body] A walking sepulcher,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,[body] household thiefe:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"[body] A glasse of ayre, broken with lesse then breath,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"[body] A slaue bound face to face, to death, til death:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"life is but a darke and stormy night, Of sencelesse dreames, terrors, and broken sleepes;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"[life] A Tyranie, deuising paines to plague And make man long in dying, racks his death;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"death is nothing,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"I bring a long Globe, and a little earth, Am seated like earth betwixt both the heauens: That if I rise; to heauen I rise; if fall I likewise fall to heauen;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"I will not die Like to a Clergie man; but like the Captaine,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"[I will die] but like the Captaine, That prayd on horse-back and with sword in hand, Threatend the Sunne, commanding it to stand;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,These [hangman's noose] are but ropes of sand.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"all the world forsakes me! wretched world, Consisting most of parts, that flie each other:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"A firmnesse, breeding all inconstancy, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,A bond of all disiunction;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"like a man Long buried, is a man that long hath liu'd;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,Why should I keepe my soule in this dark light? Whose black beames lighted me to loose my selfe.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,How often will yee make me suffer death?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,die most cruellie to heare so often My crimes and bitter condemnation vrdg'd:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"The common deposition, and her whoore To all whorish periuries and treacheries.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"he cal'd vp the diuill in my spirits, And made him to vsurpe my faculties:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Take this true euidence, betwixt heauen and you, And quit me in your hearts.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,all your forces should not Stire me one foote; ,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"wild horses should haue drawne My body peece-meale, ere you all had brought me.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"They tread no ground, but ride in ayre on stormes, That follow State,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"hunt their empty formes; Who see not that the Valleys of the world, Make euen right with the Mountains, that they grow Greene, and lye warmer; and euer peacefull are, When Clowdes spit fire as Hilles, and burne them bare?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Not Valleys part, but we should imitate Streames, That run below the Valleys, and do yeeld To euery Mole-hill;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"euery Banke imbrace That checks their Currants; and when Torrents come, That swell and raise them past their naturall height,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"How madd they are, and trubl'd? like low straines With Torrents crownd, are men with Diademes;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"There should go showtes to vp-shots; not a breath Of any mercy, yet? ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Death, slaue [to the executioner], downe,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,I do not ioy in sight of such a Pageant As presents death;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Archbishop,Male,"you are blinde to this worlds sight, Looke vpward to a world of endles light;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"High Heauen curse these exemplarie proceedings, When Iustice failes, they sacrifize our example;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,Out vgly Image of my cruell Iustice;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Let tame Nobilitie, and nummed fooles That apprehend not what they vndergo, Be such exemplarie, and formall sheepe;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Thinke you to set rude windes vpon the Sea, Yet keepe it calme?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"or cast me in a sleepe, With shaking of my chaines about myne eares?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"you haue seene me free, From any care, of many thousand deathes!",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"view, this wounded bosome, how much bound Should that man make me, that would shoote it through;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Soldier,Male,"If thou wert cleere, the Continent of France, Would shrinke beneath the burthen of thy death,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Soldier,Male,"cleere your Iustice, here is no ground shrinks, If he were cleere it would: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Soldier,Male,"If he with all his foulenesse, Stood here in one Skale, and the Kings chiefe Mynion, Stood in another, here: Put here a pardon, Here lay a royall gift, this, this, in merit, Should hoyse the other Mynion into ayre:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,my desert might haue out-weighed my forfeyt:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"But danger, hauntes desert, when he is Greatest;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"His [danger's] hearty ills, are prou'd out of his glaunces,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Kings suspicions, needes no Ballances;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"keepe their faiths that bind them to the King,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,proue no stomakers of my misfortunes;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Nor come to Court, till time hath eaten out, The blots, and skarres of my opprobrious death;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,farewell for euer: neuer more Shall any hope of my reuiuall see mee; Such is the endlesse exile of dead men.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"All these [seasons], and all fruites in them yearely fade, And euery yeare returne: but cursed man, Shall neuer more renew his vanisht face;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"knees bent too late, Stick you in earth like statues:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,see in me How you are powr'd downe from your cleerest heauens;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Fall lower yet: mixt with th' vnmoued center, That your owne shadowes may no longer mocke yee.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 4",Byron,Male,"Flie, flie commanding soule, And on thy wings for this thy bodies breath, Beare the eternall victory of death.",,,,,,,
