Play,Genre,Year,Playwright,Act & Scene,Character - Speaker,Gender ,Fragment,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"Your wives, your daughters, Your matrons and your maids, could not fill up The cistern of my lust",matrimony,familial,women,social status,sexuality,food,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,Boundless intemperance In nature is a tyranny; it hath been Th'untimely emptying of the happy throne And fall of many kings.,spatial,character traits & nature,politics,time,consumption,emotions,destruction
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,Convey your pleasures in a spacious plenty And yet seem cold. ,sexuality,spatial ,quantities,temperature,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,The time you may so hoodwink.,time,concealment,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"We have willing dames enough: there cannot be That vulture in you, to devour so many",sexuality,women,animals,food,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,my more-having would be as a sauce To make me hunger more that I should forge Quarrels unjust ,economics,food,deception,violence,ethics,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"This avarice Sticks deeper, grows with more pernicious root Than summer-seeming lust, ",economics,violence,spatial,nature,destruction,sexuality,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,and it [avarice] hath been The sword of our slain kings:,economics,weapons,violence,politics,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"all these [vices] are portable, With other graces weigh'd.",ethics,suffering,character traits & nature,weight,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"the king-becoming graces, […virtues] I have no relish of them,",politics,etiquette,character traits & nature,food,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"Pour the sweet milk of concord into hell, ",consumption,food,politics,religion,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"Uproar the universal peace, confound All unity on earth.",social unrest,politics,mental faculty & state,spatial,nature,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"nation miserable, With an untitled tyrant bloody-scepter'd, When shalt thou see thy wholesome days again,",politics,suffering,social status,violence,sensations,medicine,time
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"upon her [queen] knees than on her feet, Died every day she lived. ",politics,anatomy,death,time,life,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,These evils thou repeat'st upon thyself Have banish'd me from Scotland,ethics,language,politics,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"O my breast, Thy hope ends here!",anatomy,emotions,destruction,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"this noble passion, Child of integrity, ",character traits & nature,emotions,familial,ethics,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"[passion] hath from my soul Wiped the black scruples, ",emotions,religion,cleaning,colors,ethics,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,Devilish Macbeth [king] By many of these trains hath sought to win me Into his power,religion,politics,deception,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,modest wisdom plucks me From over-credulous haste,character traits & nature,violence,mental faculty & state,speed,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"abjure The taints and blames I laid upon myself, For strangers to my nature. ",judiciary,cleaning,social relations,character traits & nature,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,the chance of goodness [victory] Be like our warranted quarrel!,luck,military,judiciary,violence,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,Tis [disease] call'd the evil:,medicine,ethics,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"sundry blessings hang about his throne,",religion,adhesion,politics,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,poor country! Almost afraid to know itself. ,politics,emotions,mental faculty & state,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,"It [country] cannot Be call'd our mother, but our grave;",politics,language,familial,death,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,sighs and groans and shrieks that rend the air,sounds,violence,nature,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,violent sorrow seems A modern ecstasy;,violence,emotions,time,mental faculty & state,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,"good men's lives Expire before the flowers in their caps,",ethics,death,nature,clothes,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,That [grief] of an hour's age doth hiss the speaker: Each minute teems a new one.,emotions,time,life's cycle,sounds,language,reproduction,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,Be not a niggard of your speech:,economics,language,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,"to transport the tidings, Which I have heavily borne",labor,language,weight,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,"your eye in Scotland Would create soldiers, ",anatomy,politics,military,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,make our women fight To doff their dire distresses.,women,violence,clothes,suffering,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,gracious England hath Lent us good Siward and ten thousand men [soldiers];,politics,economics,quantities,military,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,"I have words That would be howl'd out in the desert air, Where hearing should not latch them.",language,sounds,nature,sensations,adhesion,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,a fee-grief Due to some single breast.,economics,emotions,anatomy,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,"let not your ears despise my tongue for ever, ",resistance,anatomy,derision,time,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,Which [tongue] shall possess them [ears] with the heaviest sound That ever yet they heard.,anatomy,adhesion,weight,sounds,time,sensations,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,"to relate the manner [of death], Were, on the quarry of these murder'd deer, To add the death of you.",language,death,violence,animals,quantities,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,Give sorrow words,emotions,language,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,The grief that does not speak Whispers the o'er-fraught heart and bids it break.,emotions,language,sounds,labor,anatomy,commands,destruction
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"Let's make us medicines of our great revenge, To cure this deadly grief.",medicine,violence,death,emotions,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,[king] hell-kite!,politics,religion,animals,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,all my [father] pretty chickens and their dam at one fell swoop?,familial,animals,violence,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,Dispute it [grief] like a man.,language,emotions,men,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,I must also feel it as a man.,emotions,men,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"Did heaven look on, And would not take their part?",religion,sensations,theatre,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"Be this the whetstone of your sword: let grief Convert to anger; blunt not the heart, enrage it.",weapons,emotions,transformation,anatomy,consumption,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,I could play the woman with mine eyes And braggart with my tongue!,theatre,women ,anatomy,language,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"gentle heavens, Cut short all intermission. ",religion,violence,time,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,this fiend of Scotland and myself; ,religion,politics,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,This time goes manly.,time,men,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,Macbeth Is ripe for shaking.,politics,agriculture,violence,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S1",Gentlewoman,Female,their [eyes] sense are shut.,anatomy,sensations,hindrance,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S1",LADY MACBETH,Female,all the perfumes of Arabia will not sweeten this little hand.,sensations,geography,anatomy,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S1",Doctor,Male,The heart is sorely charged.,anatomy,suffering,labor,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S1",Gentlewoman,Female,I would not have such a heart in my bosom for the dignity of the whole body.,anatomy,character traits & nature,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S1",Doctor,Male,unnatural deeds Do breed unnatural troubles:,nature,physical activities,reproduction,suffering,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S1",Doctor,Male,infected minds to their deaf pillows wil discharge their secrets,medicine,mental faculty & state,deformities,sleep,privation,concealment,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",MENTEITH,Male,Revenges burn in them;,violence,light,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",MENTEITH,Male,dear causes Would to the bleeding and the grim alarm Excite the mortified man [soldiers].,politics,injuries,military,sleep,death,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",CAITHNESS,Male,He cannot buckle his distempered cause Within the belt of rule.,clothes,medicine,politics,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",ANGUS,Male,His secret murders sticking on his hands;,concealment,violence,adhesion,anatomy,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",ANGUS,Male,"his title Hang loose about him, like a giant's robe Upon a dwarfish thief.",politics,adhesion,clothes,deformities,economics,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",MENTEITH,Male,"Who then shall blame His pester'd senses to recoil and start, When all that is within him does condemn Itself for being there?",judiciary,sensations,emotions,spatial,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",CAITHNESS,Male,"Meet we [soldiers] the medicine of the sickly weal, And with him pour we in our country's purge Each drop of us.",military,medicine,politics,death,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",LENNOX,Male,To dew the sovereign flower and drown the weeds.,nature,politics,violence,agriculture,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"The mind I sway by, and the heart I bear, Shall never sag with doubt, nor shake with fear.",mental faculty & state,politics,anatomy,labor,consumption,violence,emotions
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"The devil damn thee black, ",religion,colors,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,thou cream-faced loon! ,food,anatomy,social status,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,Where got'st thou that goose look?,animals,facial expressions,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"Geese, villain!",animals,ethics,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"Go prick thy face, and over-red thy fear, ",violence,anatomy,colors,emotions,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,Thou lily-liver'd boy. ,nature,anatomy,life's cycle,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,those linen cheeks of thine Are counsellors to fear. ,clothes,anatomy,politics,emotions,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,whey-face.,food,anatomy,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,I am sick at heart,medicine,anatomy,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"my way of life Is fall'n into the sere, the yellow leaf,",spatial,life,destruction,nature,colors,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"mouth-honour, breath Which the poor heart would fain deny, ",anatomy,recognition,breathing,feelings,privation,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,I'll fight till from my bones my flesh be hack'd.,violence,anatomy,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"Pluck from the memory a rooted sorrow,",agriculture,mental faculty & state,emotions,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,Raze out the written troubles of the brain,language,suffering,anatomy,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,with some sweet oblivious antidote Cleanse the stuffed bosom of that perilous stuff Which weighs upon the heart,mental faculty & state,medicine,hindrance,anatomy,danger,weight,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,Throw physic to the dogs,food,medicine,animals,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"cast The water of my land, find her disease, And purge it to a sound and pristine health,",nature,geography,medicine,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"I would applaud thee [doctor] to the very echo, that should applaud again",recognition,medicine,sounds,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"What rhubarb, senne, or what purgative drug, Would scour these English [soldiers] hence?",medicine,military,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S4",MALCOLM,Male,none serve with him but constrained things Whose hearts are absent too.,social relations,incarceration,anatomy,privation,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S4",SIWARD,Male,"Thoughts speculative their unsure hopes relate, ",mental faculty & state,feelings,emotions,language,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S4",SIWARD,Male,But certain issue strokes must arbitrate:,mental faculty & state,violence,judiciary,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,our castle's strength Will laugh a siege to scorn:,architecture,physical attributes,derision,military,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,famine and the ague eat them up [enemies]:,food,medicine,military,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,"beard to beard, And beat them",anatomy,violence,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,the taste of fears;,food,emotions,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,my senses would have cooled To hear a night-shriek;,sensations,temperature,darkness,sounds,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,my fell of hair Would at a dismal treatise rouse and stir As life were in't:,anatomy,feelings,language,movement,life,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,I have supp'd full with horrors;,food,emotions,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,"to-morrow, Creeps in this petty pace from day to day To the last syllable of recorded time.",time,movement,language,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,all our yesterdays have lighted fools The way to dusty death. ,time,light,theatre,spatial ,death,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,"Life's but a walking shadow, ",life,movement,darkness,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,[life is] a poor player That struts and frets his hour upon the stage And then is heard no more: ,life,theatre,movement,language,time,sensations,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,"it is a tale Told by an idiot, full of sound and fury, Signifying nothing.",language,mental faculty & state,sounds,emotions,privation,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,Liar and slave!,language,social status,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,I pull in resolution,equestrian ,mental faculty & state,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male, the fiend That lies like truth:,religion,language,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,"I gin to be aweary of the sun, ",mental faculty & state,nature,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,"Blow, wind, come wrack, ",nature,destruction,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S6",MACDUFF,Male,our trumpets speak; those clamorous harbingers of blood and death.,music,language,sounds,social status,violence,death,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S7",MACBETH,Male,"They have tied me to a stake; I cannot fly, But, bear-like, I must fight the course.",incarceration,danger,animals,violence,games & sport,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S7",YOUNG SIWARD,Male,a hotter name Than any is in hell.,temperature,language,religion,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S7",YOUNG SIWARD,Male,The devil himself could not pronounce a title More hateful to mine ear.,religion,language,social status,emotions,anatomy,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S7",YOUNG SIWARD,Male,with my sword I'll prove the lie thou speak'st.,weapons,judiciary,language,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S7",SIWARD,Male,"The day almost itself professes yours [your victory],",time,language,military,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACBETH,Male,"Why should I play the Roman fool, and die On mine own sword?",theatre,ethnicity,mental faculty & state,death,weapons,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACDUFF,Male,[king] hell-hound,politics,religion,animals,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACBETH,Male,my soul is too much charged With blood ,religion,quantities,judiciary,anatomy,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACDUFF,Male,I have no words: My voice is in my sword,language,sounds,weapons,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACDUFF,Male,thou bloodier villain Than terms ,violence,ethics,language,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACBETH,Male,Thou losest labour: As easy mayst thou the intrenchant air With thy keen sword impress as make me bleed:,privation,labor,appearamce,nature,weapons,injuries,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACBETH,Male,"Accursed be that tongue that tells me so, For it hath cowed my better part of man!",religion,anatomy,language,emotions,character traits & nature,men,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACBETH,Male,"be these juggling fiends no more believed, That palter with us in a double sense; ",theatre,religion,mental faculty & state,language,quantities,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACDUFF,Male,"live to be the show and gaze o' the time: We'll have thee, as our rarer monsters are, Painted on a pole, and underwrit, 'Here may you see the tyrant.'",life,theatre,time,deformities,art,language,politics
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACBETH,Male,"I will not yield, To kiss the ground before young Malcolm's [traitor] feet, ",social relations,affection,nature,politics,anatomy,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACBETH,Male,And to be baited with the rabble's curse.,animals,social status,language,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",SIWARD,Male,So great a day as this is cheaply bought.,time,economics ,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",ROSS,Male,paid a soldier's debt:,economics,military,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",ROSS,Male,"where he fought, But like a man he died.",violence,men,death,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",ROSS,Male,"your cause of sorrow Must not be measured by his worth, ",mental faculty & state,emotions,size,economics ,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",SIWARD,Male,"Had I as many sons as I have hairs, ",quantities,familial,anatomy,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",SIWARD,Male,"I would not wish them to a fairer death: And so, his knell is knoll'd.",mental faculty & state,appearance,death,music,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",MALCOLM,Male,"He's worth more sorrow, And that I'll spend for him.",economics,quantities,emotions,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",SIWARD,Male,He's worth no more; They say he parted well and paid his score:,economics,quantities,death,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",MACDUFF,Male,the time is free:,time,social relations,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",MACDUFF,Male,"compass'd with thy kingdom's pearl,",spatial,politics,economics,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",MALCOLM,Male,"We shall not spend a large expense of time Before we reckon with your several loves,",economics,quantities,time,devotion,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",MALCOLM,Male,"to do [rule], Which would be planted newly with the time,",politics,agriculture,time,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",MALCOLM,Male,"our exiled friends abroad, That fled the snares of watchful tyranny;",social relations,geography,danger,hunting,politics,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",MALCOLM,Male,and his fiend-like queen.,religion,politics,,,,,
